"","i","v","f","one","two","T"
"1883",1039,58462,2,"EJEP","EUJEDPS","EUR J EDUC PSYCHOL"
"1884",6451,63874,1,"EJGD","EUJGEDE","EUR J GEN DENT"
"1885",5829,63252,1,"EJGM","EUJGEME","EUR J GEN MED"
"1886",5739,63162,1,"EJGP","EUJGEPR","EUR J GEN PRACT"
"1887",6418,63841,1,"EJH","EUJHA","EUR J HAEMATOL"
"1888",426,57849,1,"EJHE","EUJHIED","EUROPEAN J HIGHER ED"
"1889",3381,60804,3,"EJHG","EUJHUGE","EUR J HUM GENET"
"1890",861,58284,35,"EJHM","EUJHUMO","EUR J HUM MOV"
"1891",2235,59658,4,"EJHM","EUJHUMO","EUROPEAN J HUMAN MOV"
"1892",3382,60805,1,"EJI","EUJIM","EUR J IMMUNOL"
"1893",4001,61424,1,"EJIM","EUJINME","EUR J INTERN MED"
"1894",2558,59981,1,"EJLST","EUJLISCTE","EUR J LIPID SCI TECH"
"1895",986,58409,5,"EJM","EUJMA","EUR J MARKETING"
"1896",6425,63848,1,"EJMH","EGJMEHU","EGYPTIAN J MED HUMAN"
"1897",2971,60394,1,"EJMR","EUJMERE","EUR J MED RES"
"1898",4363,61786,2,"EJMS","EUJMASP","EUR J MASS SPECTROM"
"1899",292,57715,2,"EJN","EUJNE","EUR J NEUROL"
"1900",633,58056,20,"EJN","EUJNE","EUR J NEUROSCI"
"1901",841,58264,10,"EJN","EUJNU","EUR J NUTR"
"1902",5496,62919,1,"EJN","EUJNU","EUROPEAN J NUTR"
"1903",3701,61124,2,"EJNM","EUJNUME","EUR J NUCL MED"
"1904",3702,61125,1,"EJNMMI","EUJNUMEMOI","EUR J NUCL MED MOL I"
"1905",4752,62175,1,"EJNWSA","EJNEWOSCAC","E J NEW WORLD SCI AC"
"1906",4707,62130,2,"EJOGRB","EUJOBGYRB","EUR J OBSTET GYN R B"
"1907",2915,60338,3,"EJOPE","EUJOOFPHED","EUROPEAN JOURNAL OF PHYSICAL EDUCATION"
"1908",1090,58513,33,"EJOR","EUJOPRE","EUR J OPER RES"
"1909",4127,61550,2,"EJOS","EUJORSC","EUR J ORAL SCI"
"1910",2065,59488,7,"EJOSS","EUJOOFSPSC","EUROPEAN JOURNAL OF SPORT SCIENCE"
"1911",1957,59380,13,"EJOST","EUJORSUTR","EUR J ORTHOP SURG TRAUMATOL"
"1912",4560,61983,2,"EJOST","EUJORSUTR","EUR J ORTHOP SURG TR"
"1913",1224,58647,5,"EJP","EUJPA","EUR J PAIN"
"1914",1337,58760,20,"EJP","EUJPE","EUR J PEDIATR"
"1915",2611,60034,10,"EJP","EUJPE","EUR J PERSONALITY"
"1916",3255,60678,1,"EJP","EUJPH","EUR J PHYSIOTHER"
"1917",5247,62670,6,"EJP","EUJPH","EUR J PHARMACOL"
"1918",3139,60562,1,"EJP","EUJPS","EUR J PSYCHOL"
"1919",1449,58872,7,"EJPA","EUJPSAS","EUR J PSYCHOL ASSESS"
"1920",2885,60308,6,"EJPC","EUJPRCA","EUR J PREV CARDIOL"
"1921",3422,60845,11,"EJPD","EUJPADE","EUR J PAEDIATR DENT"
"1922",4474,61897,6,"EJPE","EUJPHED","EUROPEAN J PHYS ED"
"1923",5721,63144,1,"EJPE","EUJPHED","EUR J PHYS ED"
"1924",483,57906,5,"EJPE","EUJPSED","EUR J PSYCHOL EDUC"
"1925",2367,59790,2,"EJPES","EUJPHEDS","EUROPEAN J PHYS ED S"
"1926",2044,59467,1,"EJPES","EUJPHEDSP","EUR J PHYS ED SPORT"
"1927",981,58404,1,"EJPESS","EUJPHEDSPS","EU J PHY EDU SPORT S"
"1928",4659,62082,1,"EJPH","EUJPHHL","EUROPEAN J PHYS HLTH"
"1929",1953,59376,12,"EJPH","EUJPUHE","EUR J PUBLIC HEALTH"
"1930",845,58268,6,"EJPRM","EUJPHREME","EUR J PHYS REHAB MED"
"1931",4287,61710,1,"EJPS","EUJPESU","EUR J PEDIATR SURG"
"1932",5090,62513,2,"EJPS","EUJPLSU","EUR J PLAST SURG"
"1933",361,57784,6,"EJR","EUJRA","EUR J RADIOL"
"1934",641,58064,1,"EJSM","EUJSPMA","EUROPEAN J SPORT MAN"
"1935",1348,58771,2,"EJSM","EUJSPME","EUROPEAN J SPORTS ME"
"1936",5888,63311,1,"EJSMS","EUJSPMES1","EUR J SPORTS MED S1"
"1937",1850,59273,47,"EJSP","EUJSOPS","EUR J SOC PSYCHOL"
"1938",696,58119,1,"EJSS","ELJSOSC","ELECT J SOCIAL SCI"
"1939",2533,59956,1,"EJSS","EUJSOSC","EUR J SOC SCI"
"1940",299,57722,615,"EJSS","EUJSPSC","EUR J SPORT SCI"
"1941",963,58386,8,"EJSS","EUJSPSC","EUROPEAN J SPORT SCI"
"1942",3034,60457,2,"EJSS","EUJSPSC","EUROPEAN J SPORTS SC"
"1943",657,58080,18,"EJSS","EUJSPSO","EUR J SPORT SOC"
"1944",3626,61049,1,"EJSS","EUJSPST","EUROPEAN J SPORT STU"
"1945",5945,63368,3,"EJSTR","EUJSPTRR","EUR J SPORT TRAUMA R"
"1946",5089,62512,1,"EJT","EUJTR","EUR J TRAUMA"
"1947",1606,59029,1,"EJTE","EUJTEED","EUR J TEACH EDUC"
"1948",6589,64012,1,"EJU","EUJUL","EUR J ULTRASOUND"
"1949",6094,63517,2,"EJVE","EUJVAEN","EUR J VASC ENDOVASC"
"1950",3679,61102,1,"EJW","ECJWA","ECON J WATCH"
"1951",3760,61183,4,"EJWOP","EUJWOORPS","EUR J WORK ORGAN PSY"
"1952",1236,58659,5,"EL","ECLE","ECON LETT"
"1953",6139,63562,1,"EL","EDLE","EDUC LEADERSHIP"
"1954",6399,63822,2,"EL","ELLE","ELECTRON LETT"
"1955",6513,63936,1,"ELL","ENLALI","ENCY LANGUAGE LINGUI"
"1956",3888,61311,1,"ELR","ENLARE","ENVIRON LAW REP"
"1957",1529,58952,1,"EM","EKMA","EKONOMIKA MANAGEMENT"
"1958",5464,62887,5,"EM","ENME","ENG MED"
"1959",2588,60011,1,"EM","EQMA","EQUIPE MAGAZINE"
"1960",2221,59644,2,"EM","EVMA","EVENT MANAGEMENT"
"1961",3755,61178,1,"EM","EVMA","EVENT MANAGE"
"1962",4646,62069,1,"EM","EXME","EXP MECH"
"1963",5322,62745,1,"EMA","EMMEAU","EMERG MED AUSTRALAS"
"1964",5734,63157,1,"EMA","ENMOAS","ENVIRON MONIT ASSESS"
"1965",3609,61032,1,"EMAL","EDMAADLE","ED MANAGEMENT ADM LE"
"1966",1631,59054,9,"EMC","ELMOC","ELECTROMYOGR MOTOR C"
"1967",2684,60107,3,"EMC","ENMECL","ENDOCRIN METAB CLIN"
"1968",3089,60512,3,"EMCNA","EMMECLNAM","EMERG MED CLIN N AM"
"1969",4699,62122,1,"EMCONA","EMMECLOFNOAM","EMERGENCY MEDICINE CLINICS OF NORTH AMERICA"
"1970",910,58333,1,"EMCP","ENMECHPA","ENCY MED CHIR PARIS"
"1971",1375,58798,1,"EME","EDMEED","ED MEASUREMENT EDITO"
"1972",6032,63455,1,"EMF","ENMEFL","ENERGIZE ME FLEX"
"1973",2138,59561,1,"EMH","EVMEHE","EVID-BASED MENT HEAL"
"1974",146,57569,2,"EMI","EDMEIS","ED MEASUREMENT ISSUE"
"1975",5450,62873,1,"EMI","EPMIIM","EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE"
"1976",4344,61767,2,"EMJ","EMMEJ","EMERG MED J"
"1977",12,57435,1,"EMJ","ERMEJ","ERCIYES MED J"
"1978",6149,63572,2,"EMR","EUMARE","EUR MANAG REV"
"1979",5921,63344,2,"EMT","EYMOTH","EYE MOVEMENTS THEIR"
"1980",862,58285,2,"EN","ENNU","ENDOCRINOL NUTR"
"1981",4405,61828,2,"EN","EUNE","EUR NEUROL"
"1982",1840,59263,6,"EN","EXNE","EXP NEUROL"
"1983",6531,63954,2,"EO","ECOR","EC ORTHOPAEDICS"
"1984",2516,59939,1,"EOJNS","EUONJNASO","EUR ONLINE J NAT SOC"
"1985",4937,62360,5,"EOR","EFOPRE","EFORT OPEN REV"
"1986",196,57619,4,"EOS7","ENOFSP7","ENGINEERING OF SPORT 7"
"1987",6131,63554,1,"EOUI","ESOSUNI","ESKISEH OSMAN UNIV I"
"1988",1531,58954,2,"EP","ECPO","EC POLICY"
"1989",1966,59389,9,"EP","ECPS","ECOL PSYCHOL"
"1990",4914,62337,2,"EP","ECPS","ECOLOGICAL PSYCHOLOGY"
"1991",4971,62394,1,"EP","EDPE","EDUC PESQUI"
"1992",5768,63191,1,"EP","EDPO","EDUC POLICY"
"1993",2777,60200,0,"EP","EDPR","EDULEARN PROC"
"1994",2293,59716,1,"EP","EDPS","ED PSYCHOL"
"1995",2666,60089,3,"EP","EDPS","EDUC PSYCHOL-UK"
"1996",3154,60577,12,"EP","EDPS","EDUC PSYCHOL-US"
"1997",3638,61061,4,"EP","EDPS","EDUC PSYCHOL"
"1998",704,58127,17,"EP","EHPE","EHF PERIODICAL"
"1999",2599,60022,1,"EP","EKPO","EKONOMICHESKAYA POLI"
"2000",2540,59963,5,"EP","ENPO","ENDOKRYNOL POL"
"2001",1083,58506,6,"EP","ESPS","ESTUD PSICOL-MADRID"
"2002",3431,60854,1,"EP","ETPR","ETIKK PRAKSIS"
"2003",1904,59327,6,"EP","EUPS","EUR PSYCHOL"
"2004",5965,63388,1,"EP","EUPS","EUR PSYCHIAT"
"2005",4319,61742,1,"EP","EVPO","EVOKED POTENTIAL"
"2006",4996,62419,1,"EP","EVPS","EVALUACION PSICOL"
"2007",1223,58646,1,"EP","EXPF","EXPERTENSTANDARDS PF"
"2008",113,57536,27,"EP","EXPH","EXP PHYSIOL"
"2009",2732,60155,1,"EP","EXPO","EX PONTO"
"2010",1774,59197,15,"EP","EXPS","EXP PSYCHOL"
"2011",1360,58783,3,"EPA","ENPSAS","ENCY PSYCHOL ASSES"
"2012",6239,63662,1,"EPB","ENPLB","ENVIRON PLANN B"
"2013",4834,62257,1,"EPC","EFPRCA","EFFECT PROTEIN CARBO"
"2014",2311,59734,1,"EPC2S","EDPRC20SP","ED PREOL C 2004 SPOR"
"2015",22,57445,1,"EPE","EXPHEN","EXERCISE PHYSL ENERG"
"2016",1999,59422,1,"EPE","EXPHEN","EXERCISES PHYSL ENER"
"2017",425,57848,85,"EPER","EUPHEDRE","EUR PHYS EDUC REV"
"2018",530,57953,35,"EPER","EUPHEDRE","EUROPEAN PHYSICAL EDUCATION REVIEW"
"2019",2211,59634,4,"EPER","EUPHEDRE","EUROPEAN PHYS ED REV"
"2020",4643,62066,1,"EPESS","EUPHEDSPSC","EUR PHYS ED SPORT SC"
"2021",1961,59384,2,"EPH","EHPEHD","EHF PERIODICALL HDB"
"2022",5538,62961,1,"EPJT","EUPHJ-TO","EUR PHYS J-SPEC TOP"
"2023",58,57481,47,"EPM","EDPSME","EDUC PSYCHOL MEAS"
"2024",2422,59845,1,"EPM","ETPUMO","ETHIQUE PUBLIQUE MON"
"2025",1844,59267,1,"EPP","EVPRPL","EVAL PROGRAM PLANN"
"2026",2774,60197,8,"EPR","EDPSRE","EDUC PSYCHOL REV"
"2027",4565,61988,1,"EPS","EDPHSP","ED PHYSIQUE SPORT"
"2028",392,57815,1,"EPSB","EUPRSOBE","EUR PROC SOC BEHAV"
"2029",3909,61332,2,"EPT","EDPHTH","EDUC PHILOS THEORY"
"2030",938,58361,7,"EPTS","EDPHTRSP","ED PHYS TRAINING SPO"
"2031",4932,62355,1,"EPW","EFPSWE","EFFECT PSYCHOL WELL"
"2032",971,58394,6,"EQL","EXQULI","EXERCISE QUALITY LIF"
"2033",5024,62447,1,"EQL","EXQULI","EXER QUAL LIFE"
"2034",1326,58749,2,"ER","ECRE","ECON REC"
"2035",1630,59053,1,"ER","EDRE","EDUC RES"
"2036",2449,59872,3,"ER","EDRE","EDUC RESEARCHER"
"2037",3172,60595,4,"ER","EDRE","ED RES"
"2038",4225,61648,4,"ER","EDRE","EDUC REV"
"2039",3667,61090,1,"ER","EMRE","EMPLOYEE RESPONSIBIL"
"2040",4232,61655,1,"ER","EMRE","EMBO REP"
"2041",5057,62480,3,"ER","EMRE","EMOT REV"
"2042",919,58342,1,"ER","ENRE","ENDOCR RES"
"2043",1368,58791,15,"ER","ENRE","ENDOCR REV"
"2044",1075,58498,5,"ER","EPRE","EPIDEMIOL REV"
"2045",26,57449,10,"ER","EURA","EUR RADIOL"
"2046",482,57905,15,"ERAP","EUREAPPS","EUR REV APPL PSYCHOL"
"2047",6342,63765,1,"ERAP","EUREAPPS","EUROPEAN REV APPL PS"
"2048",3079,60502,1,"ERAPA","EUREAGPHA","EUR REV AGING PHYS A"
"2049",1416,58839,2,"ERDE","EMREDIED","EMASF REV DIGITAL ED"
"2050",5560,62983,1,"ERE","EDREEV","EDUC RES EVAL"
"2051",6808,64231,1,"ERIMM","EXREINMOME","EXPERT REVIEWS IN MOLECULAR MEDICINE"
"2052",5373,62796,8,"ERJ","EUREJ","EUR RESPIR J"
"2053",1939,59362,3,"ERMP","EUREMEPH","EUR REV MED PHARMACO"
"2054",6560,63983,1,"ERP","ECREPR","ECHO RES PRACT"
"2055",904,58327,18,"ERR","EDRERE","EDUC RES REV-NETH"
"2056",4356,61779,2,"ERR","EDRERE","ED RES REV"
"2057",2722,60145,1,"ERS","EURESO","EUROPEAN REV SOCIAL"
"2058",4525,61948,5,"ERSP","EURESOPS","EUR REV SOC PSYCHOL"
"2059",2425,59848,2,"ES","ECST","EC STAT"
"2060",1017,58440,1,"ES","EDST","EDUC STUD-UK"
"2061",3844,61267,1,"ES","EDST","EDUC STUD"
"2062",4539,61962,1,"ES","EMSO","EMPIRISCHE SOZIALFOR"
"2063",5951,63374,1,"ES","ESST","ESSENTIALS STRENGTH"
"2064",383,57806,2,"ES","ETSP","ETHICAL SPACE"
"2065",5445,62868,1,"ES","EUSU","EURO SURVEILL"
"2066",3627,61050,1,"ES","EVSC","EVIDENCE SCANDINAVIA"
"2067",2276,59699,2,"ES","EXSO","EXERCISE SOC"
"2068",3973,61396,1,"ES","EXSY","EXPERT SYST"
"2069",1697,59120,8,"ESA","EXSYAP","EXPERT SYST APPL"
"2070",2801,60224,1,"ESC","EMSCO","EMORY S COG"
"2071",1609,59032,0,"ESE","ELSOED","ELEARN SOFTW EDUC"
"2072",5789,63212,1,"ESE","EUSCED","EUR SCI ED"
"2073",2813,60236,1,"ESHR","EUSPHIRE","EUR SPORT HIST REV"
"2074",4384,61807,1,"ESJ","ELSCJ","ELEM SCHOOL J"
"2075",151,57574,1,"ESJ","EUSCJ","EUROPEAN SCI J"
"2076",509,57932,45,"ESJ","EUSPJ","EUR SPINE J"
"2077",5321,62744,2,"ESM","ENSPME","ENCY SPORTS MED"
"2078",3752,61175,4,"ESM","EUSPMA","EUROPEAN SPORT MANAG"
"2079",1313,58736,51,"ESMQ","EUSPMAQ","EUR SPORT MANAG Q"
"2080",2595,60018,2,"ESMQ","EUSPMAQU","EUROPEAN SPORT MANAGEMENT QUARTERLY"
"2081",2608,60031,1,"ESP","EDSCPR","EDUC SCI-THEOR PRACT"
"2082",1173,58596,1,"ESP","EXSPPH","EXERCISE SPORTS PHYS"
"2083",5510,62933,1,"ESPR","ENSCPOR","ENVIRON SCI POLLUT R"
"2084",1316,58739,3,"ESR","EUSORE","EUR SOCIOL REV"
"2085",4732,62155,1,"ESS","EXSPSC","EXERCISE SPORTS SCI"
"2086",1971,59394,1,"ESSE","EASUSCEB","EAA SUMMER SCH EBOOK"
"2087",1219,58642,15,"ESSR","EXSPSCR","EXERCISE SPORT SCI R"
"2088",105,57528,133,"ESSR","EXSPSCRE","EXERC SPORT SCI REV"
"2089",1724,59147,1,"EST","ENSCTE","ENVIRON SCI TECHNOL"
"2090",1465,58888,2,"ET","ECTH","ECON THEOR"
"2091",3908,61331,1,"ET","ENTE","ENVIRON TECHNOL"
"2092",4618,62041,2,"ETDD","EDTRDEDI","EDUC TRAIN DEV DISAB"
"2093",3127,60550,2,"ETI","EXTEIN","EXERCISE TESTING INT"
"2094",6614,64037,1,"ETJ","EUTHJ","EUR THYROID J"
"2095",3434,60857,1,"ETM","ETTHMO","ETHICAL THEORY MORAL"
"2096",3426,60849,2,"ETM","EXTHME","EXP THER MED"
"2097",6140,63563,1,"ETRD","EDTEREDE","ED TECHNOLOGY RES DE"
"2098",5719,63142,1,"ETS","EDTESO","EDUC TECHNOL SOC"
"2099",4569,61992,1,"ETSV","ECTISEVA","ECG TIME SERIES VARI"
"2100",2435,59858,1,"EU","ERUM","ERNAHR UMSCH"
"2101",6251,63674,3,"EU","EUUR","EUR UROL"
"2102",6257,63680,0,"EUF","EUURFO","EUR UROL FOCUS"
"2103",1998,59421,1,"EUJHS","ERUJHLSC","ERCIYES U J HLTH SCI"
"2104",1185,58608,1,"EUPJ","EGUPEJ","EGE U PERFORM J"
"2105",2232,59655,1,"EV","ELVE","ELEKTROTEHNISKI VESTNIK"
"2106",6674,64097,1,"EVJ","EQVEJ","EQUINE VET J"
"2107",3687,61110,3,"EWD","EAWEDI","EAT WEIGHT DISORD-ST"
"2108",768,58191,1,"EWP","EHWEPE","EHF WEB PERIODICAL"
"2109",2649,60072,2,"EWVIP","EUWVIINPR","EUR W VIS INF PROCES"
"2110",3808,61231,9,"EX","EDXX","EDUC XX1"
"2111",4281,61704,1,"F&PJ","FI&PEJO","FITNESS & PERFORMANCE JOURNAL"
"2112",4735,62158,1,"F(","FO(E","FOOT (EDINB)"
"2113",2733,60156,1,"F","FE","FEST"
"2114",6020,63443,1,"F","FI","FISIOTERAPIA"
"2115",6687,64110,1,"F","FI","FIZJOTERAP"
"2116",6689,64112,1,"F","FI","FIZJOTERAPIA"
"2117",4927,62350,1,"F","FL","FLUMINENSIA"
"2118",1789,59212,2,"F","FO","FOOT"
"2119",6686,64109,0,"F","FO","FOODS"
"2120",1278,58701,3,"F","FY","FYSIOTERAPEUTEN"
"2121",3879,61302,3,"FA","FEAT","FEMALE ATHLETE"
"2122",213,57636,18,"FA","FOAN","FOOT ANKLE"
"2123",6726,64149,1,"FAC","FOALCO","FOCUS ALTERN COMPLEM"
"2124",4415,61838,3,"FAC","FOANCL","FOOT ANKLE CLIN"
"2125",2208,59631,28,"FAI","FOANIN","FOOT ANKLE INT"
"2126",6058,63481,1,"FAM","FIASMA","FIBA ASSIST MAG"
"2127",521,57944,3,"FAS","FOANSP","FOOT ANKLE SPEC"
"2128",4736,62159,2,"FAS","FOANSU","FOOT ANKLE SURG"
"2129",1613,59036,1,"FB","FIB","FIEP B"
"2130",3263,60686,2,"FB","FRBI","FRONT BIOSCI-LANDMRK"
"2131",2785,60208,21,"FBB","FRBIBI","FRONT BIOENG BIOTECH"
"2132",279,57702,2,"FBR","F1BIRE","F1000 BIOL REP"
"2133",1952,59375,2,"FC","FICH","FIZIOL CHELOVEKA"
"2134",5990,63413,1,"FC","FICH","FIZIOLOGIYA CHELOVEKA"
"2135",1778,59201,0,"FCP","FUCLPH","FUND CLIN PHARMACOL"
"2136",3120,60543,7,"FCT","FOCHTO","FOOD CHEM TOXICOL"
"2137",4219,61642,2,"FD9TEO2CP","FEDA99THENOF20CEPS","FECHNER DAY 99: THE END OF 20TH CENTURY PSYCHOPHYSICS"
"2138",4514,61937,1,"FDT","FEDITH","FETAL DIAGN THER"
"2139",4540,61963,1,"FE","FOE","FORSCHUNGSMETHODEN E"
"2140",3373,60796,2,"FF","FOFU","FOOD FUNCT"
"2141",3885,61308,1,"FG","FUGA","FUNCTIONAL GASTROINT"
"2142",3326,60749,2,"FHN","FRHUNE","FRONT HUM NEUROSCI"
"2143",6463,63886,1,"FHS","FMHLSC","FM HLTH SCI"
"2144",1242,58665,1,"FHS","FOHAS","FOLKSAMS HALSORADS S"
"2145",6482,63905,1,"FI","FIIS","FILOZ ISTRAZ"
"2146",3685,61108,1,"FI","FOID","FORUM IDRAET"
"2147",3570,60993,1,"FICOCV","FIINCOONCOVI","FIFTH INTERNATIONAL CONFERENCE ON COMPUTER VISION"
"2148",3151,60574,1,"FIT(","FAITO(M","FARMAKOLOGIYA I TOKSIKOLOGIYA (MOSCOW)"
"2149",2928,60351,13,"FJ","FAJ","FASEB J"
"2150",3783,61206,1,"FJ","FEJ","FEBS J"
"2151",5030,62453,1,"FJ","FMJ","FM J"
"2152",2978,60401,1,"FK","FIKU","FIZICKA KULTURA"
"2153",5354,62777,1,"FK","FIKU","FIZICHKA KULTURA"
"2154",5929,63352,2,"FK","FOKO","FORSCH KOMPLEMENTMED"
"2155",2091,59514,4,"FL","FELE","FEBS LETT"
"2156",6519,63942,1,"FL","FOLA","FOUND LANG"
"2157",5759,63182,1,"FM(","FOME(P","FOLIA MED (PLOVDIV)"
"2158",3489,60912,4,"FM","FAME","FAM MED"
"2159",4047,61470,3,"FM","FIME","FIELD METHOD"
"2160",86,57509,3,"FM","FIMO","FISIOTER MOV"
"2161",3237,60660,4,"FM","FIMO","FISIOTER. MOV."
"2162",356,57779,6,"FM","FOME","FORTSCHR MED"
"2163",4787,62210,1,"FM","FOMO","FOLIA MORPHOL"
"2164",4523,61946,0,"FM","FRME","FRONT MED-LAUSANNE"
"2165",4778,62201,1,"FMC","FOMECR","FOLIA MED CRACOV"
"2166",4197,61620,1,"FMR","FEMIRE","FEMS MICROBIOL REV"
"2167",287,57710,2,"FN","FRNE","FRONT NEUROINFORM"
"2168",5572,62995,2,"FN","FRNE","FRONT NEUROENDOCRIN"
"2169",6775,64198,1,"FN","FRNE","FRONT NEUROL"
"2170",1996,59419,0,"FN","FRNU","FRONT NUTR"
"2171",3428,60851,1,"FNB","FONUBU","FOOD NUTR BULL"
"2172",4408,61831,0,"FNP","FONEPS","FORTSCHR NEUROL PSYC"
"2173",2683,60106,1,"FNR","FONURE","FOOD NUTR RES"
"2174",2712,60135,2,"FP","FEPR","FED PROC"
"2175",3850,61273,1,"FP","FEPS","FEM PSYCHOL"
"2176",932,58355,9,"FP","FIPE","FITNESS PERFORMANCE"
"2177",1885,59308,9,"FP","FIPE","FISIOTER. PESQUI."
"2178",1981,59404,22,"FP","FRPH","FRONT PHYSIOL"
"2179",384,57807,53,"FP","FRPS","FRONT PSYCHOL"
"2180",4444,61867,1,"FP","FUPS","FUNDAMENTS PSYCHOL"
"2181",5458,62881,1,"FPD","FOPADI","FOODBORNE PATHOG DIS"
"2182",2662,60085,3,"FPES","FUPHEDSP","FU PHYS ED SPORT"
"2183",3469,60892,1,"FPF","FRPAFI","FRANCESCO PATRIZI FI"
"2184",587,58010,7,"FPJ","FIPEJ","FIT PERF J"
"2185",589,58012,6,"FPJ","FIPEJ","FITNESS PERFORM J"
"2186",3503,60926,1,"FPJ","FIPEJ","FITNESS PERF J"
"2187",5491,62914,3,"FPRJ","FAPRREJ","FAM PRACT RES J"
"2188",189,57612,1,"FPS","FAPLSU","FACIAL PLAST SURG"
"2189",5506,62929,1,"FR","FARE","FAM RELAT"
"2190",148,57571,1,"FR","FIRE","FIZYOTERAPI REHABILI"
"2191",6805,64228,1,"FR","FURH","FUTURE RHEUMATOL"
"2192",95,57518,43,"FRBM","FRRABIME","FREE RADICAL BIO MED"
"2193",4570,61993,1,"FRBM","FRRABIME","FREE RADIC BIOL MED"
"2194",6676,64099,3,"FRI","FOREIN","FOOD RES INT"
"2195",3203,60626,10,"FRR","FRRARE","FREE RADICAL RES"
"2196",3592,61015,1,"FRRC","FRRARECO","FREE RADICAL RES COM"
"2197",6271,63694,1,"FRSA","FIRISTAD","FIUME RIV STUDI ADRI"
"2198",5118,62541,1,"FRW","FDREWH","FDN RESILIENCE WHAT"
"2199",915,58338,16,"FS","FEST","FERTIL STERIL"
"2200",4713,62136,1,"FS","FEST","FEMINIST STUD"
"2201",2310,59733,4,"FS","FOSC","FOOTWEAR SCI"
"2202",3753,61176,1,"FS","FOSC","FOREST SCI"
"2203",5021,62444,3,"FS","FOSC","FOOTBALL SCI"
"2204",1332,58755,4,"FS","FOST","FOOTBALL STUDIES"
"2205",3874,61297,1,"FS","FYSA","FYSIOGRAFISKA SALLSK"
"2206",3218,60641,1,"FSAL","FRSPACLI","FRONT SPORTS ACT LIV"
"2207",3866,61289,5,"FSAL","FRSPACLI","FRONT SPORTS ACT LIVING"
"2208",6385,63808,3,"FSI","FOSCIN","FORENSIC SCI INT"
"2209",1381,58804,1,"FSS","FUSESY","FUZZY SET SYST"
"2210",1014,58437,1,"FSST","FUSPSCTE","FUJIAN SPORT SCI TEC"
"2211",3118,60541,1,"FST","FOSCTE","FOOD SCI TECHNOL-LEB"
"2212",3023,60446,1,"FSU","FRSYUN","FRACTURE SYNDROM UNF"
"2213",6684,64107,1,"FT","FOTE","FOOD TECHNOL-CHICAGO"
"2214",6015,63438,1,"FU","FAU","FACTA U"
"2215",3553,60976,1,"FU","FAUN","FACTA UNIVERSITATISS"
"2216",5972,63395,1,"FUJHSE","FIUJHLSCE","FIRAT U J HLTH SCI E"
"2217",2689,60112,2,"FUPES","FAUPHEDSP","FACTA U PHYS ED SPOR"
"2218",204,57627,5,"FUSP","FAUSEPH","FACTA U SERIES PHYS"
"2219",1897,59320,2,"FUSPE","FAUSEPHED","FACTA U SER PHYS ED"
"2220",848,58271,3,"FUSPEAS","FAUNSEPHEDANSP","FACTA UNIVERSITATIS: SERIES PHYSICAL EDUCATION AND SPORT"
"2221",5518,62941,1,"FVR","FRVIRE","FRONTIERS VIRTUAL RE"
"2222",1669,59092,1,"FW","FDWO","FDI WORLD"
"2223",6028,63451,1,"G","GA","GASTROENTEROLOGY"
"2224",638,58061,6,"G","GE","GERONTOLOGY"
"2225",1148,58571,1,"G","GE","GENOMICS"
"2226",2442,59865,0,"G","GE","GENES-BASEL"
"2227",2669,60092,1,"G","GE","GERONTOLOGIST"
"2228",2814,60237,1,"G","GE","GEOFORUM"
"2229",4862,62285,1,"G","GE","GESTURE"
"2230",5664,63087,1,"G","GE","GENETICS"
"2231",6221,63644,1,"G","GE","GENE"
"2232",6742,64165,0,"G","GE","GESUNDHEITSWESEN"
"2233",1358,58781,0,"G","GR","GRADEV"
"2234",2739,60162,5,"G","GR","GROWTH"
"2235",4158,61581,0,"G","GR","GRADEVINAR"
"2236",6718,64141,1,"G","GR","GRADUS"
"2237",4193,61616,2,"G","GU","GUT"
"2238",881,58304,1,"G","GY","GYMNASIUM"
"2239",5838,63261,1,"GACE","GRARCLEX","GRAEF ARCH CLIN EXP"
"2240",2810,60233,1,"GANP","GAANNOPA","GAIT ANAL NORMAL PAT"
"2241",284,57707,2,"GBB","GEBRBE","GENES BRAIN BEHAV"
"2242",6735,64158,2,"GBEV","GABEEGV","GAZI BEDEN EGITIMI V"
"2243",5234,62657,1,"GBEVSB","GABEEGVESPB","GAZ BED EG VE SPOR B"
"2244",2966,60389,2,"GBR","GLBURE","GLOB BUS REV"
"2245",6346,63769,1,"GC","GACU","GAMES CULT"
"2246",3676,61099,1,"GC","GRCH","GROWTH CHANGE"
"2247",6582,64005,1,"GCM","GCLME","G CLIN MED"
"2248",4182,61605,1,"GCO","GECHO","GESPR CHSFORSCHUNG O"
"2249",5288,62711,1,"GCQ","GICHQU","GIFTED CHILD QUART"
"2250",1023,58446,5,"GD","GEDE","GEN DENT"
"2251",3386,60809,7,"GD","GEDE","GENERAL DENTISTRY"
"2252",6233,63656,1,"GD","GODI","GOLF DIGEST"
"2253",5034,62457,1,"GD","GRDY","GR DYN"
"2254",1086,58509,29,"GDR","GRDYRE","GROUP DYN-THEOR RES"
"2255",4887,62310,5,"GE","GEED","GENDER EDUC"
"2256",5069,62492,1,"GE","GEEP","GENET EPIDEMIOL"
"2257",5177,62600,3,"GE","GYEN","GYNECOL ENDOCRINOL"
